Regiao,Produto,Vendas
Sudeste,Produto_D,296
Sudeste,Produto_D,4462
Sudeste,Produto_D,969
Sudeste,Produto_D,3297
Sudeste,Produto_D,4621
Sudeste,Produto_D,2256
Sudeste,Produto_D,1582
Sudeste,Produto_D,1003
Sudeste,Produto_D,1891
Sudeste,Produto_D,3342
Sudeste,Produto_D,1406
Sudeste,Produto_D,733
Sudeste,Produto_D,4494
Sudeste,Produto_D,1693
Sudeste,Produto_D,3115
Sudeste,Produto_D,4199
Sudeste,Produto_D,631
Sudeste,Produto_D,2903
Sudeste,Produto_D,3369
Sudeste,Produto_D,1685
Sudeste,Produto_D,2511
Sudeste,Produto_D,4274
Sudeste,Produto_D,878
Sudeste,Produto_D,3522
Sudeste,Produto_D,4955
Sudeste,Produto_D,235
Sudeste,Produto_D,2915
Sudeste,Produto_D,254
Sudeste,Produto_D,2143
Sudeste,Produto_D,4590
Sudeste,Produto_D,1165
Sudeste,Produto_D,1991
Sudeste,Produto_D,2283
Sudeste,Produto_D,3136
Sudeste,Produto_D,4586
Sudeste,Produto_D,158
Sudeste,Produto_D,1075
Sudeste,Produto_D,2895
Sudeste,Produto_D,1370
Sudeste,Produto_D,3183
Sudeste,Produto_D,3929
Sudeste,Produto_D,4644
Sudeste,Produto_D,2872
Sudeste,Produto_D,803
Sudeste,Produto_D,3556
Sudeste,Produto_D,4153
Sudeste,Produto_D,2295
Sudeste,Produto_D,3938
Sudeste,Produto_D,1386
Sudeste,Produto_D,2735
Sudeste,Produto_D,4938
Sudeste,Produto_D,3946
Sudeste,Produto_D,1114
Sudeste,Produto_D,199
Sudeste,Produto_D,250
Sudeste,Produto_D,3619
Sudeste,Produto_D,1530
Sudeste,Produto_D,1268
Sudeste,Produto_D,788
Sudeste,Produto_D,1936
Sudeste,Produto_D,3764
Sudeste,Produto_D,3089
Sudeste,Produto_D,4928
Sudeste,Produto_D,4033
Sudeste,Produto_D,3497
Sudeste,Produto_D,1810
Sudeste,Produto_D,612
Sudeste,Produto_D,1075
Sudeste,Produto_D,2574
Sudeste,Produto_D,2975
Sudeste,Produto_D,4519
Sudeste,Produto_D,4278
Sudeste,Produto_D,2326
Sudeste,Produto_D,1071
Sudeste,Produto_D,1267
Sudeste,Produto_D,1110
Sudeste,Produto_D,2984
Sudeste,Produto_D,2470
Sudeste,Produto_D,2561
Sudeste,Produto_D,1484
Sudeste,Produto_D,1246
Sudeste,Produto_D,1384
Sudeste,Produto_D,2969
Sudeste,Produto_D,2815
Sudeste,Produto_D,1886
Sudeste,Produto_D,1281
Sudeste,Produto_D,833
Sudeste,Produto_D,1589
Sudeste,Produto_D,3642
Sudeste,Produto_D,3711
Sudeste,Produto_D,266
Sudeste,Produto_D,3311
Sudeste,Produto_D,4359
Sudeste,Produto_D,2210
Sudeste,Produto_D,4078
Sudeste,Produto_D,1013
Sudeste,Produto_D,947
Sudeste,Produto_D,3733
Sudeste,Produto_D,1991
Sudeste,Produto_D,3930
Sudeste,Produto_D,2049
Sudeste,Produto_D,2552
Sudeste,Produto_D,3512
Sudeste,Produto_D,452
Sudeste,Produto_D,4715
Sudeste,Produto_D,73
Sudeste,Produto_D,851
Sudeste,Produto_D,668
Sudeste,Produto_D,786
Sudeste,Produto_D,26
Sudeste,Produto_D,3936
Sudeste,Produto_D,1444
Sudeste,Produto_D,2154
Sudeste,Produto_D,1762
Sudeste,Produto_D,4441
Sudeste,Produto_D,4971
Sudeste,Produto_D,2893
Sudeste,Produto_D,3928
Sudeste,Produto_D,3957
Sudeste,Produto_D,1384
Sudeste,Produto_D,1168
Sudeste,Produto_D,1127
Sudeste,Produto_D,1698
Sudeste,Produto_D,1420
Sudeste,Produto_D,2995
Sudeste,Produto_D,2620
Sudeste,Produto_D,4429
Sudeste,Produto_D,3945
Sudeste,Produto_D,2457
Sudeste,Produto_D,2160
Sudeste,Produto_D,3980
Sudeste,Produto_D,882
Sudeste,Produto_D,1291
Sudeste,Produto_D,4152
Sudeste,Produto_D,969
Sudeste,Produto_D,4643
Sudeste,Produto_D,2576
Sudeste,Produto_D,4012
Sudeste,Produto_D,2782
Sudeste,Produto_D,1084
Sudeste,Produto_D,4545
Sudeste,Produto_D,2185
Sudeste,Produto_D,1262
Sudeste,Produto_D,2491
Sudeste,Produto_D,4905
Sudeste,Produto_D,1117
Sudeste,Produto_D,269
Sudeste,Produto_D,4512
Sudeste,Produto_D,4871
Sudeste,Produto_D,4277
Sudeste,Produto_D,2625
Sudeste,Produto_D,3829
Sudeste,Produto_D,2736
Sudeste,Produto_D,2658
Sudeste,Produto_D,3418
Sudeste,Produto_D,587
Sudeste,Produto_D,2354
Sudeste,Produto_D,2076
Sudeste,Produto_D,1512
Sudeste,Produto_D,2231
Sudeste,Produto_D,2365
Sudeste,Produto_D,4707
Sudeste,Produto_D,4710
Sudeste,Produto_D,1272
Sudeste,Produto_D,4885
Sudeste,Produto_D,2922
Sudeste,Produto_D,493
Sudeste,Produto_D,2511
Sudeste,Produto_D,3931
Sudeste,Produto_D,2119
Sudeste,Produto_D,4348
Sudeste,Produto_D,258
Sudeste,Produto_D,3385
Sudeste,Produto_D,4037
Sudeste,Produto_D,4548
Sudeste,Produto_D,2815
Sudeste,Produto_D,3995
Sudeste,Produto_D,1789
Sudeste,Produto_D,4603
Sudeste,Produto_D,3260
Sudeste,Produto_D,590
Sudeste,Produto_D,3301
Sudeste,Produto_D,225
Sudeste,Produto_D,1439
Sudeste,Produto_D,1705
Sudeste,Produto_D,4087
Sudeste,Produto_D,249
Sudeste,Produto_D,572
Sudeste,Produto_D,623
Sudeste,Produto_D,382
Sudeste,Produto_D,4119
Sudeste,Produto_D,4167
Sudeste,Produto_D,3386
Sudeste,Produto_D,1820
Sudeste,Produto_D,228
Sudeste,Produto_D,3386
Sudeste,Produto_D,518
Sudeste,Produto_D,3034
Sudeste,Produto_D,2476
Sudeste,Produto_D,348
Sudeste,Produto_D,2521
Sudeste,Produto_D,2627
Sudeste,Produto_D,3392
Sudeste,Produto_D,4013
Sudeste,Produto_D,1576
Sudeste,Produto_D,2290
Sudeste,Produto_D,4462
Sudeste,Produto_D,3760
Sudeste,Produto_D,3519
Sudeste,Produto_D,3649
Sudeste,Produto_D,4227
Sudeste,Produto_D,2778
Sudeste,Produto_D,3018
Sudeste,Produto_D,1377
Sudeste,Produto_D,961
Sudeste,Produto_D,1841
Sudeste,Produto_D,1093
Sudeste,Produto_D,4891
Sudeste,Produto_D,4662
Sudeste,Produto_D,2183
Sudeste,Produto_D,3278
Sudeste,Produto_D,3949
Sudeste,Produto_D,1178
Sudeste,Produto_D,4401
Sudeste,Produto_D,3333
Sudeste,Produto_D,1429
Sudeste,Produto_D,307
Sudeste,Produto_D,1633
Sudeste,Produto_D,2606
Sudeste,Produto_D,18
Sudeste,Produto_D,1518
Sudeste,Produto_D,3579
Sudeste,Produto_D,1928
Sudeste,Produto_D,136
Sudeste,Produto_D,4467
Sudeste,Produto_D,4133
Sudeste,Produto_D,274
Sudeste,Produto_D,4010
Sudeste,Produto_D,828
Sudeste,Produto_D,1170
Sudeste,Produto_D,3779
Sudeste,Produto_D,3191
Sudeste,Produto_D,4641
Sudeste,Produto_D,3091
Sudeste,Produto_D,3459
Sudeste,Produto_D,4470
Sudeste,Produto_D,4722
Sudeste,Produto_D,1743
Sudeste,Produto_D,2651
Sudeste,Produto_D,4080
Sudeste,Produto_D,4149
Sudeste,Produto_D,2283
Sudeste,Produto_D,3569
Sudeste,Produto_D,2852
Sudeste,Produto_D,4191
Sudeste,Produto_D,1521
Sudeste,Produto_D,4273
Sudeste,Produto_D,1395
Sudeste,Produto_D,2453
Sudeste,Produto_D,1723
Sudeste,Produto_D,4356
Sudeste,Produto_D,1070
Sudeste,Produto_D,277
Sudeste,Produto_D,739
Sudeste,Produto_D,3774
Sudeste,Produto_D,1878
Sudeste,Produto_D,1080
Sudeste,Produto_D,914
Sudeste,Produto_D,1623
Sudeste,Produto_D,3973
Sudeste,Produto_D,4441
Sudeste,Produto_D,4802
Sudeste,Produto_D,4996
Sudeste,Produto_D,4874
Sudeste,Produto_D,1384
Sudeste,Produto_D,2657
Sudeste,Produto_D,1603
Sudeste,Produto_D,2517
Sudeste,Produto_D,3095
Sudeste,Produto_D,3878
Sudeste,Produto_D,967
Sudeste,Produto_D,914
Sudeste,Produto_D,2775
Sudeste,Produto_D,1067
Sudeste,Produto_D,947
Sudeste,Produto_D,27
Sudeste,Produto_D,3853
Sudeste,Produto_D,1765
Sudeste,Produto_D,3666
Sudeste,Produto_D,4775
Sudeste,Produto_D,1689
Sudeste,Produto_D,4909
Sudeste,Produto_D,2429
Sudeste,Produto_D,1572
Sudeste,Produto_D,4637
Sudeste,Produto_D,2420
Sudeste,Produto_D,3867
Sudeste,Produto_D,4695
Sudeste,Produto_D,4020
Sudeste,Produto_D,547
Sudeste,Produto_D,2665
Sudeste,Produto_D,4491
Sudeste,Produto_D,2826
Sudeste,Produto_D,3505
Sudeste,Produto_D,4351
Sudeste,Produto_D,4030
Sudeste,Produto_D,961
Sudeste,Produto_D,990
Sudeste,Produto_D,2543
Sudeste,Produto_D,682
Sudeste,Produto_D,3184
Sudeste,Produto_D,1113
Sudeste,Produto_D,2001
Sudeste,Produto_D,1520
Sudeste,Produto_D,4531
Sudeste,Produto_D,3126
Sudeste,Produto_D,3598
Sudeste,Produto_D,1615
Sudeste,Produto_D,1873
Sudeste,Produto_D,209
Sudeste,Produto_D,571
Sudeste,Produto_D,4528
Sudeste,Produto_D,1692
Sudeste,Produto_D,1994
Sudeste,Produto_D,3215
Sudeste,Produto_D,3345
Sudeste,Produto_D,4895
Sudeste,Produto_D,96
Sudeste,Produto_D,1632
Sudeste,Produto_D,2936
Sudeste,Produto_D,2827
Sudeste,Produto_D,1823
Sudeste,Produto_D,4723
Sudeste,Produto_D,16
Sudeste,Produto_D,4723
Sudeste,Produto_D,4954
Sudeste,Produto_D,3417
Sudeste,Produto_D,3203
Sudeste,Produto_D,3773
Sudeste,Produto_D,2567
Sudeste,Produto_D,2737
Sudeste,Produto_D,4335
Sudeste,Produto_D,108
Sudeste,Produto_D,877
Sudeste,Produto_D,4704
Sudeste,Produto_D,1530
Sudeste,Produto_D,3243
Sudeste,Produto_D,2062
Sudeste,Produto_D,2818
Sudeste,Produto_D,3935
Sudeste,Produto_D,2582
Sudeste,Produto_D,973
Sudeste,Produto_D,48
Sudeste,Produto_D,1530
Sudeste,Produto_D,4674
Sudeste,Produto_D,417
Sudeste,Produto_D,2836
Sudeste,Produto_D,4565
Sudeste,Produto_D,3562
Sudeste,Produto_D,342
Sudeste,Produto_D,1482
Sudeste,Produto_D,4013
Sudeste,Produto_D,2565
Sudeste,Produto_D,1223
Sudeste,Produto_D,4992
Sudeste,Produto_D,643
Sudeste,Produto_D,1646
Sudeste,Produto_D,2229
Sudeste,Produto_D,2984
Sudeste,Produto_D,2937
Sudeste,Produto_D,3996
Sudeste,Produto_D,3
Sudeste,Produto_D,4271
Sudeste,Produto_D,4515
Sudeste,Produto_D,828
Sudeste,Produto_D,49
Sudeste,Produto_D,1609
Sudeste,Produto_D,3433
Sudeste,Produto_D,4374
Sudeste,Produto_D,4663
Sudeste,Produto_D,4267
Sudeste,Produto_D,3397
Sudeste,Produto_D,1817
Sudeste,Produto_D,1278
Sudeste,Produto_D,3276
Sudeste,Produto_D,225
Sudeste,Produto_D,1145
Sudeste,Produto_D,542
Sudeste,Produto_D,3250
Sudeste,Produto_D,1124
Sudeste,Produto_D,954
Sudeste,Produto_D,4292
Sudeste,Produto_D,703
Sudeste,Produto_D,1217
Sudeste,Produto_D,264
Sudeste,Produto_D,4480
Sudeste,Produto_D,318
Sudeste,Produto_D,2889
Sudeste,Produto_D,1128
Sudeste,Produto_D,2990
Sudeste,Produto_D,2955
Sudeste,Produto_D,4181
Sudeste,Produto_D,2229
Sudeste,Produto_D,3710
Sudeste,Produto_D,2806
Sudeste,Produto_D,767
Sudeste,Produto_D,25
Sudeste,Produto_D,4259
Sudeste,Produto_D,3647
Sudeste,Produto_D,2952
Sudeste,Produto_D,527
Sudeste,Produto_D,4142
Sudeste,Produto_D,2976
Sudeste,Produto_D,765
Sudeste,Produto_D,909
Sudeste,Produto_D,2616
Sudeste,Produto_D,2202
Sudeste,Produto_D,1276
Sudeste,Produto_D,2564
Sudeste,Produto_D,3937
Sudeste,Produto_D,1627
Sudeste,Produto_D,3354
Sudeste,Produto_D,3623
Sudeste,Produto_D,36
Sudeste,Produto_D,4044
Sudeste,Produto_D,1070
Sudeste,Produto_D,3449
Sudeste,Produto_D,2795
Sudeste,Produto_D,1955
Sudeste,Produto_D,2660
Sudeste,Produto_D,3953
Sudeste,Produto_D,4106
Sudeste,Produto_D,2572
Sudeste,Produto_D,3659
Sudeste,Produto_D,846
Sudeste,Produto_D,772
Sudeste,Produto_D,3404
Sudeste,Produto_D,2263
Sudeste,Produto_D,1196
Sudeste,Produto_D,1015
Sudeste,Produto_D,2071
Sudeste,Produto_D,406
Sudeste,Produto_D,3498
Sudeste,Produto_D,2638
Sudeste,Produto_D,607
Sudeste,Produto_D,872
Sudeste,Produto_D,2796
Sudeste,Produto_D,672
Sudeste,Produto_D,2995
Sudeste,Produto_D,2175
Sudeste,Produto_D,1558
Sudeste,Produto_D,630
Sudeste,Produto_D,1579
Sudeste,Produto_D,3930
Sudeste,Produto_D,2679
Sudeste,Produto_D,2568
Sudeste,Produto_D,3334
Sudeste,Produto_D,1334
Sudeste,Produto_D,489
Sudeste,Produto_D,540
Sudeste,Produto_D,3734
Sudeste,Produto_D,3722
Sudeste,Produto_D,2504
Sudeste,Produto_D,134
Sudeste,Produto_D,3526
Sudeste,Produto_D,3505
Sudeste,Produto_D,3465
Sudeste,Produto_D,3664
Sudeste,Produto_D,3211
Sudeste,Produto_D,4507
Sudeste,Produto_D,4629
Sudeste,Produto_D,4686
Sudeste,Produto_D,2811
Sudeste,Produto_D,3571
Sudeste,Produto_D,3102
Sudeste,Produto_D,3826
Sudeste,Produto_D,3632
Sudeste,Produto_D,2276
Sudeste,Produto_D,481
Sudeste,Produto_D,2821
Sudeste,Produto_D,3847
Sudeste,Produto_D,2954
Sudeste,Produto_D,3723
Sudeste,Produto_D,211
Sudeste,Produto_D,3681
Sudeste,Produto_D,2503
Sudeste,Produto_D,4994
Sudeste,Produto_D,1534
Sudeste,Produto_D,698
Sudeste,Produto_D,401
Sudeste,Produto_D,1332
Sudeste,Produto_D,4178
Sudeste,Produto_D,3012
Sudeste,Produto_D,2958
Sudeste,Produto_D,1318
Sudeste,Produto_D,1831
Sudeste,Produto_D,973
Sudeste,Produto_D,1340
Sudeste,Produto_D,1637
Sudeste,Produto_D,3255
Sudeste,Produto_D,1495
Sudeste,Produto_D,2641
Sudeste,Produto_D,694
Sudeste,Produto_D,862
Sudeste,Produto_D,953
Sudeste,Produto_D,2823
Sudeste,Produto_D,2393
Sudeste,Produto_D,1280
Sudeste,Produto_D,3851
Sudeste,Produto_D,537
Sudeste,Produto_D,433
Sudeste,Produto_D,2959
Sudeste,Produto_D,3772
Sudeste,Produto_D,768
Sudeste,Produto_D,212
Sudeste,Produto_D,1975
Sudeste,Produto_D,4512
Sudeste,Produto_D,556
Sudeste,Produto_D,1237
Sudeste,Produto_D,1466
Sudeste,Produto_D,3059
Sudeste,Produto_D,2993
Sudeste,Produto_D,4855
Sudeste,Produto_D,4521
Sudeste,Produto_D,3686
Sudeste,Produto_D,305
Sudeste,Produto_D,4431
Sudeste,Produto_D,4026
Sudeste,Produto_D,96
Sudeste,Produto_D,1550
Sudeste,Produto_D,900
Sudeste,Produto_D,4616
Sudeste,Produto_D,3559
Sudeste,Produto_D,765
Sudeste,Produto_D,1920
Sudeste,Produto_D,307
Sudeste,Produto_D,2462
Sudeste,Produto_D,2231
Sudeste,Produto_D,3641
Sudeste,Produto_D,2201
Sudeste,Produto_D,2465
Sudeste,Produto_D,2233
Sudeste,Produto_D,4411
Sudeste,Produto_D,916
Sudeste,Produto_D,4939
Sudeste,Produto_D,699
Sudeste,Produto_D,4511
Sudeste,Produto_D,1770
Sudeste,Produto_D,1866
Sudeste,Produto_D,3618
Sudeste,Produto_D,4164
Sudeste,Produto_D,3031
Sudeste,Produto_D,687
Sudeste,Produto_D,1035
Sudeste,Produto_D,1673
Sudeste,Produto_D,4581
Sudeste,Produto_D,2505
Sudeste,Produto_D,3457
Sudeste,Produto_D,1546
Sudeste,Produto_D,2503
Sudeste,Produto_D,2305
Sudeste,Produto_D,598
Sudeste,Produto_D,851
Sudeste,Produto_D,2972
Sudeste,Produto_D,2880
Sudeste,Produto_D,632
Sudeste,Produto_D,2704
Sudeste,Produto_D,1820
Sudeste,Produto_D,2515
Sudeste,Produto_D,3247
Sudeste,Produto_D,835
Sudeste,Produto_D,27
Sudeste,Produto_D,2715
Sudeste,Produto_D,1265
Sudeste,Produto_D,95
Sudeste,Produto_D,4421
Sudeste,Produto_D,3583
Sudeste,Produto_D,3870
Sudeste,Produto_D,1556
Sudeste,Produto_D,2182
Sudeste,Produto_D,1942
Sudeste,Produto_D,1971
Sudeste,Produto_D,4534
Sudeste,Produto_D,4351
Sudeste,Produto_D,2494
Sudeste,Produto_D,354
Sudeste,Produto_D,1065
Sudeste,Produto_D,939
Sudeste,Produto_D,2655
Sudeste,Produto_D,4643
Sudeste,Produto_D,4303
Sudeste,Produto_D,1981
Sudeste,Produto_D,1960
Sudeste,Produto_D,4829
Sudeste,Produto_D,1842
Sudeste,Produto_D,3935
Sudeste,Produto_D,932
Sudeste,Produto_D,4982
Sudeste,Produto_D,1278
Sudeste,Produto_D,4281
Sudeste,Produto_D,2276
Sudeste,Produto_D,3774
Sudeste,Produto_D,2601
Sudeste,Produto_D,4178
Sudeste,Produto_D,440
Sudeste,Produto_D,3260
Sudeste,Produto_D,3666
Sudeste,Produto_D,4491
Sudeste,Produto_D,1462
Sudeste,Produto_D,2786
Sudeste,Produto_D,869
Sudeste,Produto_D,4629
Sudeste,Produto_D,2581
Sudeste,Produto_D,4719
Sudeste,Produto_D,3993
Sudeste,Produto_D,574
Sudeste,Produto_D,3900
Sudeste,Produto_D,2687
Sudeste,Produto_D,3158
Sudeste,Produto_D,5
Sudeste,Produto_D,3649
Sudeste,Produto_D,1681
Sudeste,Produto_D,2333
Sudeste,Produto_D,4220
Sudeste,Produto_D,3607
Sudeste,Produto_D,2595
Sudeste,Produto_D,4065
Sudeste,Produto_D,3815
Sudeste,Produto_D,3791
Sudeste,Produto_D,1494
Sudeste,Produto_D,4967
Sudeste,Produto_D,3068
Sudeste,Produto_D,3155
Sudeste,Produto_D,3686
Sudeste,Produto_D,4099
Sudeste,Produto_D,2678
Sudeste,Produto_D,1088
Sudeste,Produto_D,4912
Sudeste,Produto_D,1229
Sudeste,Produto_D,2827
Sudeste,Produto_D,218
Sudeste,Produto_D,2331
Sudeste,Produto_D,4737
Sudeste,Produto_D,4553
Sudeste,Produto_D,3992
Sudeste,Produto_D,744
Sudeste,Produto_D,4521
Sudeste,Produto_D,4866
Sudeste,Produto_D,3783
Sudeste,Produto_D,2029
Sudeste,Produto_D,188
Sudeste,Produto_D,356
Sudeste,Produto_D,745
Sudeste,Produto_D,4940
Sudeste,Produto_D,45
Sudeste,Produto_D,532
Sudeste,Produto_D,4113
Sudeste,Produto_D,4989
Sudeste,Produto_D,1790
Sudeste,Produto_D,1601
Sudeste,Produto_D,689
Sudeste,Produto_D,4078
Sudeste,Produto_D,4610
Sudeste,Produto_D,1265
Sudeste,Produto_D,978
Sudeste,Produto_D,2244
Sudeste,Produto_D,4401
Sudeste,Produto_D,2382
Sudeste,Produto_D,1067
Sudeste,Produto_D,3640
Sudeste,Produto_D,4909
Sudeste,Produto_D,1495
Sudeste,Produto_D,3125
Sudeste,Produto_D,3983
Sudeste,Produto_D,921
Sudeste,Produto_D,3116
Sudeste,Produto_D,3865
Sudeste,Produto_D,1116
Sudeste,Produto_D,887
Sudeste,Produto_D,4805
Sudeste,Produto_D,2400
Sudeste,Produto_D,3264
Sudeste,Produto_D,4639
Sudeste,Produto_D,2569
Sudeste,Produto_D,3392
Sudeste,Produto_D,2098
Sudeste,Produto_D,1016
Sudeste,Produto_D,4192
Sudeste,Produto_D,2302
Sudeste,Produto_D,4245
Sudeste,Produto_D,2984
Sudeste,Produto_D,4454
Sudeste,Produto_D,309
Sudeste,Produto_D,1110
Sudeste,Produto_D,153
Sudeste,Produto_D,407
Sudeste,Produto_D,4037
Sudeste,Produto_D,1581
Sudeste,Produto_D,74
Sudeste,Produto_D,1983
Sudeste,Produto_D,2648
Sudeste,Produto_D,2949
Sudeste,Produto_D,2924
Sudeste,Produto_D,2456
Sudeste,Produto_D,2783
Sudeste,Produto_D,625
Sudeste,Produto_D,2859
Sudeste,Produto_D,3373
Sudeste,Produto_D,1042
Sudeste,Produto_D,3538
Sudeste,Produto_D,4663
Sudeste,Produto_D,1905
Sudeste,Produto_D,530
Sudeste,Produto_D,1283
Sudeste,Produto_D,2149
Sudeste,Produto_D,4148
Sudeste,Produto_D,3514
Sudeste,Produto_D,1987
Sudeste,Produto_D,4684
Sudeste,Produto_D,282
Sudeste,Produto_D,655
Sudeste,Produto_D,983
Sudeste,Produto_D,3540
Sudeste,Produto_D,1162
Sudeste,Produto_D,2357
Sudeste,Produto_D,1359
Sudeste,Produto_D,3566
Sudeste,Produto_D,3860
Sudeste,Produto_D,4288
Sudeste,Produto_D,409
Sudeste,Produto_D,2306
Sudeste,Produto_D,4583
Sudeste,Produto_D,2741
Sudeste,Produto_D,2225
Sudeste,Produto_D,958
Sudeste,Produto_D,1929
Sudeste,Produto_D,4690
Sudeste,Produto_D,1870
Sudeste,Produto_D,1572
Sudeste,Produto_D,72
Sudeste,Produto_D,2094
Sudeste,Produto_D,2153
Sudeste,Produto_D,94
Sudeste,Produto_D,2499
Sudeste,Produto_D,2988
Sudeste,Produto_D,1429
Sudeste,Produto_D,86
Sudeste,Produto_D,4084
Sudeste,Produto_D,3678
Sudeste,Produto_D,43
Sudeste,Produto_D,1866
Sudeste,Produto_D,3754
Sudeste,Produto_D,4578
Sudeste,Produto_D,300
Sudeste,Produto_D,3086
Sudeste,Produto_D,4981
Sudeste,Produto_D,716
Sudeste,Produto_D,1300
Sudeste,Produto_D,3632
Sudeste,Produto_D,3304
Sudeste,Produto_D,721
Sudeste,Produto_D,1320
Sudeste,Produto_D,4965
Sudeste,Produto_D,4973
